FIPS,# of Food Insecure Persons Overall (1 Year)
21141,3650
21143,1250
21145,8980
21147,3810
21149,1300
21151,13210
21153,3090
21155,3150
21157,3740
21159,2230
21161,2680
21163,3630
21165,1200
21167,2920
21169,1770
21171,1860
21173,4540
21175,2430
21177,4680
21179,5170
21181,1420
21183,3700
21185,4400
21187,1670
21189,1040
21191,2040
21193,5540
21195,11740
21197,2230
21199,10890
21201,380
21203,2820
21205,4600
21207,3110
21209,5880
21211,4890
21213,2350
21215,1830
21217,4080
21219,1740
21221,1890
21223,1290
21225,2290
21227,16960
21229,1540
21231,3790
21233,2280
21235,6680
21237,1790
21239,2960
22001,11390
22003,3880
22005,12590
22007,3730
22009,7480
22011,5730
22013,2580
22015,17860
22017,39750
22019,28710
22021,1770
22023,810
22025,1560
22027,3150
22029,3450
22031,4550
22033,58620
22035,1750
22037,2420
22039,7230
22041,4020
22043,3760
22045,11750
22047,4800
22049,2870
22051,58000
22053,5040
22055,32960
22057,14110
22059,2320
22061,8480
22063,17380
22065,2460
22067,4860
22069,7640
22071,61940
22073,26360
22075,3440
22077,3810
22079,20910
22081,1410
22083,3880
22085,3880
22087,7540
22089,5460
22091,1450
22093,2710
22095,5010
22097,13990
22099,7600
22101,8430
22103,31170
22105,22080
22107,910
22109,17870
22111,3230
22113,9320
22115,8770
22117,8720
22119,7520
22121,2950
22123,2130
22125,1630
22127,2480
23001,13770
23003,10870
23005,29660
23007,3540
23009,6420
23011,15680
23013,4390
23015,4180
23017,7850
23019,21160
23021,2850
23023,3630
23025,8600
23027,5000
23029,5200
23031,21050
24001,12090
24003,51420
24005,88250
24009,7480
24011,4400
24013,16060
24015,12750
24017,11020
24019,4730
24021,24350
24023,4050
24025,24800
24027,24620
24029,2530
24031,89270
24033,66420
24035,4670
24037,12160
24039,4130
24041,4400
24043,21170
24045,13940
24047,7200
24510,96190
25001,15160
25003,12360
25005,54720
25007,1280
25009,59740
25011,6390
25013,50820
25015,12850
25017,102660
25019,830
25021,41100
25023,31400
25025,84280
25027,67240
26001,1710
26003,1310
26005,11770
26007,4250
26009,2930
26011,2500
26013,1240
26015,6010
26017,14920
26019,2080
26021,21200
26023,5980
26025,19030
26027,6660
26029,3200
26031,4280
26033,6390
26035,5730
26037,7610
26039,2210
26041,5340
26043,3470
26045,12960
26047,4220
26049,61960
26051,4100
26053,2280
26055,10360
26057,5880
26059,6460
26061,5420
26063,4250
26065,40100
26067,7360
26069,4140
26071,1610
26073,10730
26075,20740
26077,32200
26079,2750
26081,68860
26083,260
26085,2150
26087,10470
26089,2010
26091,11940
26093,16180
26095,1030
26097,1930
26099,102860
26101,3280
26103,9260
26105,4210
26107,6660
26109,3210
26111,9810
26113,2190
26115,17770
26117,8840
26119,1660
26121,23060
26123,6910
26125,123330
26127,3700
26129,3640
26131,890
26133,3610
26135,1390
26137,3460
26139,25700
26141,1940
26143,4300
26145,27570
26147,21790
26149,8370
26151,6140
26153,1380
26155,8650
26157,7680
26159,10090
26161,39690
26163,271600
26165,4680
27001,1870
27003,20120
27005,3170
27007,5880
27009,3750
27011,500
27013,6120
27015,1800
27017,3380
27019,4560
27021,3240
27023,1110
27025,3560
27027,5360
27029,1200
27031,560
27033,1070
27035,6280
27037,24300
27039,1130
27041,3010
27043,1280
27045,1750
27047,2730
27049,3650
27051,580
27053,95680
27055,1390
27057,2220
27059,3080
27061,4990
27063,720
27065,1640
27067,3500
27069,390
27071,1580
27073,570
27075,930
27077,340
27079,2190
27081,530
27083,2420
27085,2840
27087,830
27089,790
27091,2150
27093,1720
27095,2940
27097,3220
27099,3720
27101,680
27103,2740
27105,1840
27107,560
27109,10570
27111,5190
27113,1370
27115,3180
27117,890
27119,3050
27121,890
27123,52970
27125,380
27127,1280
27129,1250
27131,4720
27133,690
27135,1210
27137,20980
27139,6710
27141,5480
27143,1090
27145,14110
27147,2780
27149,730
27151,990
27153,2350
27155,320
27157,1720
27159,1730
27161,1550
27163,12290
27165,980
27167,580
27169,4230
27171,7600
27173,920
28001,6670
28003,6770
28005,2550
28007,3910
28009,1450
28011,7440
28013,2790
28015,1750
28017,3080
28019,1600
28021,2150
28023,2910
28025,3420
28027,5190
28029,5060
28031,3520
28033,22420
28035,16050
28037,1310
28039,4650
28041,2660
28043,3960
28045,8950
28047,39200
28049,37490
28051,4640
28053,2070
28055,400
28057,3980
28059,25290
28061,2850
28063,1790
28065,2100
28067,12640
28069,2060
28071,8510
28073,10390
28075,14250
28077,2310
28079,4780
28081,13570
28083,6460
28085,6180
28087,9960
28089,12470
28091,5010
28093,5520
28095,5910
28097,2060
28099,6340
28101,4260
28103,2230
28105,9160
28107,6070
28109,10100
28111,2430
28113,8540
28115,5460
28117,5120
28119,1690
28121,19280
28123,5550
28125,910
28127,4540
28129,2770
28131,3550
28133,5760
28135,2870
28137,4680
28139,4210
28141,3970
28143,1840
28145,4870
28147,2780
28149,8220
28151,11070
28153,3750
28155,1940
28157,2130
28159,3490
28161,2110
28163,6420
29001,3850
29003,1920
29005,740
29007,3700
29009,5770
29011,2010
29013,2230
29015,3310
29017,1890
29019,22660
29021,13170
29023,8480
29025,1300
29027,5330
29029,6660
29031,10320
29033,1210
29035,960
29037,11160
29039,2240
29041,1050
29043,9930
29045,970
29047,25160
29049,2300
29051,8410
29053,2300
29055,4060
29057,1220
29059,2640
29061,1090
29063,1610
29065,2840
29067,2380
29069,6030
29071,12490
29073,1830
29075,930
29077,42670
29079,1550
29081,1330
29083,3780
29085,1630
29087,570
29089,1280
29091,7540
29093,2000
29095,89820
29097,17570
29099,25110
29101,6970
29103,620
29105,5880
29107,4240
29109,5800
29111,1450
29113,6860
29115,1770
29117,2160
29119,3430
29121,2070
29123,1960
29125,1340
29127,4280
29129,430
29131,3820
29133,2540
29135,1860
29137,1220
29139,1720
29141,3520
29143,3220
29145,7770
29147,3200
29149,2100
29151,1260
29153,2000
29155,3480
29157,2080
29159,6210
29161,7290
29163,2530
29165,10010
29167,4760
29169,8290
29171,720
29173,1240
29175,3780
29177,2820
29179,1120
29181,2940
29183,32040
29185,1570
29186,2120
29187,10720
29189,100910
29195,3280
29197,750
29199,630
29201,6390
29203,1790
29205,880
29207,5320
29209,4560
29211,790
29213,8810
29215,5110
29217,3050
29219,4320
29221,4430
29223,2780
29225,5850
29227,270
29229,3560
29510,48840
30001,1030
30003,2100
30005,1230
30007,530
30009,970
30011,130
30013,8490
30015,640
30017,1220
30019,100
30021,870
30023,1300
30025,240
30027,1180
30029,9210
30031,7910
30033,70
30035,2520
30037,80
30039,340
30041,2130
30043,850
30045,190
30047,3830
30049,5920
30051,290
30053,2850
30055,120
30057,680
30059,190
30061,630
30063,11980
30065,490
30067,1530
30069,40
30071,430
30073,720
30075,150
30077,710
30079,130
30081,4610
30083,830
30085,1770
30087,1210
30089,1570
30091,270
30093,4280
30095,660
30097,270
30099,640
30101,530
30103,90
30105,720
30107,220
30109,90
30111,13410
31001,4100
31003,780
31005,60
31007,80
31009,70
31011,540
31013,1410
31015,230
31017,380
31019,5880
31021,870
31023,810
31025,2530
31027,830
31029,410
31031,680
31033,1240
31035,720
31037,970
31039,910
31041,1390
31043,2410
31045,1100
31047,2680
31049,220
31051,610
31053,4750
31055,65490
31057,230
31059,630
31061,430
31063,350
31065,630
31067,2880
31069,220
31071,230
31073,210
31075,100
31077,270
31079,7230
31081,870
31083,420
31085,110
31087,400
31089,1130
31091,110
31093,740
31095,970
31097,600
31099,710
31101,1050
31103,80
31105,470
31107,1010
31109,37310
31111,4460
31113,110
31115,80
31117,60
31119,4390
31121,1040
31123,540
31125,440
31127,880
31129,550
31131,1970
31133,380
31135,280
31137,1020
31139,740
31141,3280
31143,520
31145,1330
31147,1070
31149,150
31151,1680
31153,16690
31155,2310
31157,4710
31159,1760
31161,800
31163,410
31165,130
31167,540
31169,590
31171,80
31173,1350
31175,500
31177,2220
31179,1020
31181,430
31183,110
31185,1580
32001,3130
32003,257630
32005,5350
32007,5170
32009,130
32011,210
32013,1750
32015,510
32017,570
32019,6950
32021,680
32023,7100
32027,760
32029,420
32031,50080
32033,1120
32510,7560
33001,5750
33003,4470
33005,7200
33007,3950
33009,8680
33011,35370
33013,12550
33015,20680
33017,11730
33019,4350
34001,28280
34003,62040
34005,29530
34007,48060
34009,10540
34011,17230
34013,84900
34015,21930
34017,74200
34019,6880
34021,30210
34023,60910
34025,44060
34027,28610
34029,53480
34031,50810
34033,6740
34035,17040
34037,9150
34039,40200
34041,9100
35001,86440
35003,610
35005,9020
35006,5270
35007,1890
35009,7660
35011,270
35013,33560
35015,6340
35017,4520
35019,590
35021,70
35023,720
35025,7650
35027,2390
35028,1410
35029,5150
35031,16350
35033,710
35035,11070
35037,1360
35039,5520
35041,3200
35043,15900
35045,20810
35047,5060
35049,15770
35051,2270
35053,3210
35055,4600
35057,2530
35059,620
35061,9610
36001,31850
36003,6420
36005,235660
36007,25950
36009,10620
36011,8800
36013,17920
36015,10290
36017,6190
36019,10490
36021,6220
36023,5990
36025,6120
36027,25090
36029,104770
36031,4130
36033,6920
36035,7150
36037,6170
36039,5500
36041,600
36043,7810
36045,15350
36047,348920
36049,3160
36051,6550
36053,7080
36055,83760
36057,7110
36059,66420
36061,207260
36063,24920
36065,28420
36067,51580
36069,10310
36071,34520
36073,4870
36075,15860
36077,7190
36079,5900
36081,221350
36083,17300
36085,41390
36087,29100
36089,15430
36091,18400
36093,16020
36095,3630
36097,2420
36099,3950
36101,11880
36103,89230
36105,8760
36107,5130
36109,11920
36111,19620
36113,7100
36115,6810
36117,9650
36119,72490
36121,4150
36123,2510
37001,22360
37003,5320
37005,2030
37007,3600
37009,4140
37011,2800
37013,7350
37015,3040
37017,5730
37019,17760
37021,34770
37023,14770
37025,22250
37027,12800
37029,1210
37031,9830
37033,3390
37035,21320
37037,8350
37039,4640
37041,2040
37043,1680
37045,15920
37047,9540
37049,15220
37051,53180
37053,3140
37055,4460
37057,24380
37059,5750
37061,9180
37063,37850
37065,8800
37067,49560
37069,8390
37071,31330
37073,1610
37075,1500
37077,7370
37079,3380
37081,69110
37083,9020
37085,18540
37087,9100
37089,14880
37091,3760
37093,8420
37095,1000
37097,21190
37099,6800
37101,23890
37103,1740
37105,8670
37107,10070
37109,10740
37111,7480
37113,5450
37115,3340
37117,3570
37119,115580
37121,2340
37123,3770
37125,12270
37127,12920
37129,32700
37131,3080
37133,30030
37135,16760
37137,1750
37139,5590
37141,7950
37143,1950
37145,5620
37147,27480
37149,2870
37151,20900
37153,8170
37155,25350
37157,13980
37159,20210
37161,11320
37163,9580
37165,6900
37167,8310
37169,6500
37171,11460
37173,2410
37175,4850
37177,740
37179,21790
37181,7390
37183,107570
37185,2970
37187,2030
37189,8340
37191,19010
37193,11190
37195,12980
37197,5460
37199,2910
38001,110
38003,720
38005,1050
38007,50
38009,430
38011,130
38013,70
38015,4580
38017,10430
38019,200
38021,170
38023,120
38025,190
38027,200
38029,210
38031,170
38033,110
38035,5330
38037,160
38039,140
38041,120
38043,170
38045,290
38047,80
38049,320
38051,160
38053,820
38055,450
38057,390
38059,1420
38061,610
38063,230
38065,90
38067,350
38069,320
38071,1030
38073,280
38075,80
38077,930
38079,2270
38081,150
38083,110
38085,800
38087,40
38089,1630
38091,50
38093,1540
38095,140
38097,360
38099,640
38101,3840
38103,250
38105,1600
39001,5280
39003,13720
39005,7260
39007,15940
39009,12460
39011,4690
39013,9480
39015,6600
39017,45020
39019,3640
39021,4790
39023,19570
39025,23500
39027,6450
39029,14930
39031,5430
39033,6320
39035,173920
39037,6330
39039,4200
39041,15230
39043,9700
39045,17070
39047,4490
39049,164950
39051,4410
39053,5300
39055,8180
39057,19960
39059,6660
39061,103930
39063,8710
39065,4400
39067,2340
39069,3030
39071,7360
39073,4140
39075,4550
39077,8150
39079,5780
39081,10910
39083,8100
39085,24810
39087,10600
39089,21460
39091,5510
39093,38160
39095,65150
39097,5120
39099,34360
39101,9830
39103,16580
39105,4270
39107,3810
39109,12340
39111,2530
39113,75930
39115,2580
39117,4070
39119,12940
39121,2280
39123,5140
39125,2300
39127,6000
39129,7430
39131,5350
39133,20690
39135,5020
39137,3080
39139,16900
39141,12400
39143,7390
39145,15010
39147,7190
39149,5540
39151,49800
39153,68690
39155,31240
39157,12380
39159,5020
39161,3430
39163,2290
39165,19500
39167,9390
39169,13880
39171,4400
39173,15030
39175,2380
40001,4480
40003,670
40005,2460
40007,550
40009,3150
40011,1230
40013,7730
40015,4720
40017,14870
40019,7350
40021,8390
40023,3050
40025,300
40027,33090
40029,1040
40031,18610
40033,940
40035,2490
40037,9920
40039,3870
40041,7300
40043,660
40045,570
40047,8330
40049,3920
40051,7010
40053,490
40055,990
40057,350
40059,530
40061,2320
40063,2340
40065,3570
40067,1090
40069,1990
40071,7380
40073,1770
40075,1610
40077,1930
40079,9060
40081,4950
40083,5610
40085,1410
40087,3920
40089,6180
40091,3720
40093,920
40095,2750
40097,6890
40099,2230
40101,11490
40103,1420
40105,1530
40107,2300
40109,104330
40111,6710
40113,6690
40115,5490
40117,2450
40119,13150
40121,7510
40123,5490
40125,10980
40127,2140
40129,530
40131,10640
40133,4600
40135,7610
40137,6680
40139,2270
40141,1110
40143,87700
40145,9560
40147,7060
40149,1550
40151,1080
40153,2570
41001,2110
41003,9870
41005,34620
41007,4610
41009,5840
41011,9650
41013,3010
41015,3110
41017,19030
41019,15280
41021,230
41023,1190
41025,930
41027,1540
41029,27520
41031,3260
41033,12960
41035,10340
41037,1230
41039,50680
41041,7010
41043,15860
41045,4230
41047,37990
41049,1160
41051,89810
41053,8740
41055,220
41057,3360
41059,9890
41061,3300
41063,960
41065,3080
41067,49270
41069,190
41071,10670
42001,8420
42003,126660
42005,7940
42007,18180
42009,5560
42011,39480
42013,16000
42015,7080
42017,45120
42019,16720
42021,17900
42023,660
42025,7490
42027,15090
42029,32740
42031,5140
42033,10420
42035,5160
42037,7720
42039,10640
42041,20200
42043,26730
42045,48040
42047,3260
42049,34340
42051,19190
42053,1080
42055,15050
42057,1640
42059,4750
42061,5520
42063,10600
42065,5660
42067,2640
42069,26750
42071,48940
42073,11030
42075,13660
42077,36680
42079,39670
42081,13790
42083,5670
42085,14030
42087,5730
42089,15760
42091,56820
42093,1910
42095,26150
42097,11610
42099,4430
42101,226890
42103,5460
42105,2250
42107,17140
42109,4400
42111,8860
42113,740
42115,4650
42117,5210
42119,4550
42121,6630
42123,4670
42125,20950
42127,5780
42129,36690
42131,2900
42133,40110
44001,3680
44003,14100
44005,7110
44007,69740
44009,9360
45001,3080
45003,16810
45005,1210
45007,21850
45009,1910
45011,3520
45013,15060
45015,18790
45017,1760
45019,36890
45021,7250
45023,3940
45025,5650
45027,4660
45029,4310
45031,8310
45033,5220
45035,13820
45037,2740
45039,2550
45041,15000
45043,6900
45045,45610
45047,8630
45049,1970
45051,38990
45053,2760
45055,6470
45057,8440
45059,8950
45061,2180
45063,26520
45065,1000
45067,3960
45069,4140
45071,3990
45073,9990
45075,10880
45077,13840
45079,38620
45081,1860
45083,31090
45085,12380
45087,3790
45089,4240
45091,21120
46003,200
46005,2060
46007,700
46009,680
46011,3290
46013,3650
46015,610
46017,480
46019,1080
46021,100
46023,1210
46025,350
46027,1640
46029,3010
46031,980
46033,980
46035,2260
46037,650
46039,400
46041,1150
46043,230
46045,250
46047,880
46049,250
46051,630
46053,480
46055,200
46057,380
46059,310
46061,280
46063,110
46065,1730
46067,710
46069,120
46071,770
46073,180
46075,80
46077,410
46079,1310
46081,2840
46083,3320
46085,550
46087,480
46089,260
46091,420
46093,2310
46095,510
46097,190
46099,16960
46101,660
46102,3970
46103,12140
46105,280
46107,190
46109,1370
46111,210
46115,600
46117,200
46119,90
46121,2810
46123,630
46125,790
46127,1340
46129,590
46135,2400
46137,640
47001,11740
47003,6240
47005,2860
47007,2910
47009,15190
47011,15360
47013,7560
47015,1980
47017,4540
47019,10130
47021,4540
47023,2200
47025,5790
47027,1470
47029,6800
47031,7670
47033,2030
47035,8860
47037,79290
47039,1760
47041,3140
47043,6820
47045,6150
47047,4470
47049,3220
47051,5840
47053,6960
47055,4020
47057,3740
47059,11320
47061,2440
47063,9550
47065,43030
47067,1440
47069,3620
47071,4110
47073,9600
47075,2560
47077,4410
47079,5310
47081,3760
47083,1230
47085,2740
47087,2060
47089,7380
47091,3170
47093,56560
47095,1520
47097,4500
47099,6620
47101,1930
47103,4670
47105,5860
47107,8550
47109,4270
47111,3590
47113,12630
47115,4440
47117,4350
47119,9830
47121,1880
47123,7110
47125,24770
47127,660
47129,3700
47131,5350
47133,3190
47135,1530
47137,860
47139,2430
47141,11210
47143,5560
47145,7450
47147,7910
47149,31360
47151,4310
47153,2590
47155,13450
47157,115980
47159,2840
47161,1970
47163,24060
47165,18980
47167,7490
47169,1150
47171,3040
47173,3260
47175,970
47177,7080
47179,18250
47181,2660
47183,5270
47185,3840
47187,14580
47189,13030
48001,8400
48003,1760
48005,15090
48007,4450
48009,1240
48011,240
48013,6140
48015,4000
48017,770
48019,3540
48021,10230
48023,580
48025,5400
48027,52720
48029,270950
48031,1500
48033,80
48035,3010
48037,15100
48039,41090
48041,34500
48043,1440
48045,230
48047,1570
48049,5670
48051,2470
48053,6430
48055,6230
48057,3050
48059,2080
48061,73730
48063,2080
48065,730
48067,5270
48069,900
48071,5300
48073,7840
48075,1170
48077,1610
48079,490
48081,510
48083,1340
48085,107700
48087,460
48089,2480
48091,17230
48093,1910
48095,420
48097,5880
48099,12230
48101,380
48103,400
48105,430
48107,970
48109,420
48111,940
48113,364840
48115,2370
48117,2380
48119,950
48121,93820
48123,3010
48125,400
48127,2100
48129,520
48131,1930
48133,3260
48135,18420
48137,250
48139,20050
48141,121760
48143,6200
48145,3310
48147,5100
48149,3350
48151,600
48153,760
48155,180
48157,72370
48159,1520
48161,3430
48163,3000
48165,2720
48167,46810
48169,940
48171,3500
48173,170
48175,1020
48177,2850
48179,3520
48181,20780
48183,20510
48185,4210
48187,17550
48189,4730
48191,580
48193,1430
48195,840
48197,660
48199,8850
48201,644710
48203,10430
48205,670
48207,1040
48209,25610
48211,480
48213,13820
48215,153810
48217,5450
48219,3320
48221,7860
48223,5640
48225,4110
48227,5620
48229,770
48231,15270
48233,3460
48235,230
48237,1390
48239,2190
48241,6340
48243,220
48245,42130
48247,970
48249,6610
48251,21590
48253,3030
48255,2040
48257,15990
48259,5010
48261,80
48263,120
48265,7690
48267,820
48269,40
48271,660
48273,5390
48275,550
48277,9000
48279,2020
48281,3150
48283,1030
48285,2790
48287,2170
48289,3070
48291,13160
48293,3880
48295,470
48297,1890
48299,3490
48301,20
48303,47200
48305,980
48307,1440
48309,39500
48311,100
48313,2010
48315,1820
48317,600
48319,600
48321,6150
48323,10500
48325,6050
48327,370
48329,17820
48331,4080
48333,810
48335,1100
48337,3440
48339,70560
48341,2500
48343,2220
48345,190
48347,12290
48349,7880
48351,2760
48353,2380
48355,52970
48357,1290
48359,260
48361,13830
48363,4920
48365,3710
48367,16710
48369,1210
48371,1890
48373,8990
48375,19400
48377,1690
48379,1920
48381,16220
48383,360
48385,710
48387,2230
48389,1650
48391,1110
48393,120
48395,2330
48397,9280
48399,1570
48401,7380
48403,2150
48405,1740
48407,4880
48409,10180
48411,910
48413,380
48415,2340
48417,500
48419,4530
48421,440
48423,33700
48425,1590
48427,13550
48429,1570
48431,100
48433,230
48435,480
48437,1320
48439,266980
48441,21730
48443,90
48445,1940
48447,270
48449,5000
48451,16620
48453,156910
48455,2750
48457,3950
48459,6810
48461,420
48463,3820
48465,7230
48467,8780
48469,13240
48471,10940
48473,6960
48475,1310
48477,4940
48479,43300
48481,6200
48483,890
48485,22340
48487,2440
48489,4050
48491,60430
48493,5350
48495,890
48497,9520
48499,7520
48501,780
48503,2570
48505,2780
48507,2590
49001,760
49003,5820
49005,15230
49007,3090
49009,50
49011,31440
49013,2800
49015,1390
49017,820
49019,1270
49021,7170
49023,1410
49025,1050
49027,1610
49029,900
49031,330
49033,350
49035,120770
49037,2880
49039,3820
49041,2920
49043,3370
49045,6500
49047,4820
49049,63950
49051,2990
49053,20820
49055,370
49057,28280
50001,3230
50003,4090
50005,3520
50007,15850
50009,760
50011,4550
50013,550
50015,2700
50017,2900
50019,3330
50021,6330
50023,5970
50025,5280
50027,5470
51001,3860
51003,9200
51005,2210
51007,1130
51009,3360
51011,1670
51013,18270
51015,6720
51017,440
51019,7130
51021,690
51023,2550
51025,2090
51027,4430
51029,1930
51031,5630
51033,2230
51035,3750
51036,630
51037,1850
51041,21790
51043,1160
51045,540
51047,3940
51049,1110
51051,2880
51053,2650
51057,1240
51059,66320
51061,4490
51063,1580
51065,1740
51067,6100
51069,6440
51071,1790
51073,3540
51075,1440
51077,2280
51079,1550
51081,1040
51083,3810
51085,6630
51087,26500
51089,6780
51091,240
51093,3240
51095,5750
51097,580
51099,1580
51101,1190
51103,1010
51105,4540
51107,15670
51109,3540
51111,1500
51113,1080
51115,910
51117,4120
51119,1010
51121,11370
51125,1510
51127,1330
51131,1440
51133,1210
51135,1930
51137,3180
51139,3350
51141,2230
51143,7370
51145,1770
51147,2690
51149,2980
51153,22000
51155,4580
51157,730
51159,960
51161,7670
51163,2530
51165,7160
51167,4700
51169,3310
51171,4770
51173,4990
51175,1480
51177,9150
51179,7080
51181,660
51183,1090
51185,6340
51187,3770
51191,7350
51193,1870
51195,7000
51197,3780
51199,4790
51510,13300
51520,2990
51530,1000
51540,5850
51550,17390
51570,1970
51580,620
51590,6260
51595,900
51600,1410
51610,840
51620,880
51630,3580
51640,1130
51650,14340
51660,6780
51670,3540
51678,1190
51680,10530
51683,2240
51685,850
51690,1930
51700,20740
51710,30540
51720,790
51730,5040
51735,880
51740,10660
51750,2760
51760,31450
51770,13290
51775,2550
51790,2840
51800,6780
51810,34840
51820,2910
51830,1830
51840,3660
53001,2610
53003,2880
53005,21470
53007,8690
53009,11000
53011,48070
53013,560
53015,15510
53017,4890
53019,1460
53021,9420
53023,290
53025,11510
53027,10680
53029,8580
53031,4120
53033,190320
53035,27730
53037,5640
53039,3020
53041,10600
53043,1340
53045,8470
53047,6450
53049,3310
53051,1870
53053,95250
53055,1640
53057,14190
53059,1370
53061,67180
53063,64810
53065,6410
53067,30360
53069,500
53071,6990
53073,26130
53075,6800
53077,31070
54001,2440
54003,10580
54005,3760
54007,2280
54009,2580
54011,13870
54013,1450
54015,1770
54017,1010
54019,6890
54021,940
54023,1260
54025,4530
54027,3230
54029,3470
54031,1510
54033,8220
54035,3840
54037,4160
54039,23130
54041,2480
54043,3510
54045,6160
54047,4190
54049,6880
54051,3850
54053,3420
54055,9570
54057,3430
54059,4970
54061,11760
54063,1800
54065,1450
54067,3530
54069,4560
54071,800
54073,870
54075,1210
54077,3720
54079,4740
54081,10390
54083,4040
54085,1420
54087,2380
54089,2120
54091,2170
54093,850
54095,1210
54097,3380
54099,6830
54101,1430
54103,2430
54105,870
54107,11420
54109,3850
55001,2420
55003,2120
55005,4550
55007,1650
55009,22900
55011,1240
55013,1750
55015,3020
55017,6130
55019,3210
55021,4430
55023,1760
55025,41680
55027,7320
55029,2320
55031,4890
55033,4290
55035,10300
55037,460
55039,8510
55041,1200
55043,5020
55045,2850
55047,1880
55049,2000
55051,770
55053,2110
55055,7060
55057,3060
55059,16310
55061,1640
55063,11070
55065,1460
55067,2200
55069,2520
55071,7120
55073,11600
55075,4840
55077,1550
55078,970
55079,112270
55081,4520
55083,3270
55085,3100
55087,14620
55089,5400
55091,660
55093,3270
55095,4060
55097,6440
55099,1520
55101,18600
55103,1840
55105,16810
55107,1610
55109,5760
55111,5820
55113,2070
55115,3800
55117,8660
55119,1880
55121,2380
55123,3270
55125,2440
55127,8580
55129,1750
55131,8460
55133,24570
55135,5020
55137,2340
55139,15890
55141,7390
56001,4920
56003,1550
56005,5360
56007,1810
56009,1610
56011,770
56013,5430
56015,1640
56017,660
56019,1110
56021,11060
56023,2020
56025,9800
56027,380
56029,3380
56031,1170
56033,3230
56035,1190
56037,4940
56039,2100
56041,2590
56043,930
56045,860